id,pid_7,republican,democrat,LV_INDEX_DUMMY,black,hispanic,white,race_4,female,educ_1,educ_2,educ_3,USHHI2,EDUATT,income_quintile,vote_choice,direct_Y,Z,list_Y,WEIGHTS
ID_2803,4,0,0,1,0,0,0,Other Race,1,0,0,1,24,3,Above 80th Income Percentile,5,0,0,3,0.378757114
ID_2804,2,0,1,1,0,0,1,White,1,0,0,1,22,3,Above 80th Income Percentile,2,0,1,1,1.149200773
ID_2805,4,0,0,0,0,1,0,Hispanic,1,0,1,0,4,2,Below 20th Income Percentile,4,0,1,1,0.76054745
ID_2806,2,0,1,0,0,0,1,White,1,0,0,1,13,3,40th - 60th Income Percentile,2,0,0,1,0.300562798
ID_2807,2,0,1,1,0,0,0,Other Race,1,0,0,1,14,3,40th - 60th Income Percentile,3,0,1,1,0.597119157
ID_2808,4,0,0,1,0,0,1,White,1,0,1,0,5,2,20th - 40th Income Percentile,3,0,1,1,1.77262534
ID_2809,4,0,0,0,0,0,1,White,0,0,1,0,18,2,60th - 80th Income Percentile,3,0,0,1,0.64934775
ID_2810,2,0,1,0,0,0,1,White,0,0,1,0,19,2,Above 80th Income Percentile,2,0,0,1,1.75837219
ID_2811,7,1,0,1,0,0,1,White,0,0,0,1,12,3,40th - 60th Income Percentile,1,1,1,2,0.467768979
ID_2812,6,1,0,0,0,0,1,White,1,0,1,0,3,2,Below 20th Income Percentile,1,1,1,3,1.019243514
ID_2813,5,1,0,1,0,0,1,White,0,0,0,1,17,3,60th - 80th Income Percentile,3,0,1,1,0.262816041
ID_2814,6,1,0,1,0,0,1,White,0,0,1,0,5,2,20th - 40th Income Percentile,2,0,0,1,0.334587837
ID_2815,4,0,0,1,0,0,1,White,0,0,1,0,8,2,20th - 40th Income Percentile,1,1,0,1,2.484790162
ID_2816,3,0,1,1,0,0,1,White,0,0,1,0,19,2,Above 80th Income Percentile,2,0,0,1,1.273583701
ID_2817,2,0,1,1,0,0,1,White,1,0,1,0,9,2,40th - 60th Income Percentile,2,0,1,3,0.714192139
ID_2818,4,0,0,0,0,0,1,White,1,0,1,0,5,2,20th - 40th Income Percentile,3,0,0,2,3.178174526
ID_2819,3,0,1,1,1,0,0,Black,1,0,0,0,14,4,40th - 60th Income Percentile,3,0,1,1,0.810519955
ID_2820,7,1,0,1,0,0,1,White,1,0,0,1,12,3,40th - 60th Income Percentile,1,1,0,1,0.394616015
ID_2821,2,0,1,1,0,1,0,Hispanic,1,0,0,1,12,3,40th - 60th Income Percentile,2,0,0,1,0.448642748
ID_2822,2,0,1,1,0,0,1,White,1,0,0,1,19,3,Above 80th Income Percentile,2,0,1,2,0.560992151
ID_2823,4,0,0,0,0,1,0,Hispanic,1,0,1,0,7,2,20th - 40th Income Percentile,4,0,1,1,2.133023103
ID_2824,4,0,0,1,0,0,1,White,1,0,0,0,9,4,40th - 60th Income Percentile,1,1,1,2,0.651720334
ID_2825,2,0,1,1,0,0,1,White,0,0,0,1,12,3,40th - 60th Income Percentile,2,0,0,1,0.664987521
ID_2826,3,0,1,1,0,0,1,White,1,0,0,0,7,4,20th - 40th Income Percentile,2,0,1,0,0.474164753
ID_2827,6,1,0,1,0,0,1,White,1,0,0,0,8,4,20th - 40th Income Percentile,3,0,0,2,0.333377071
ID_2828,5,1,0,0,0,0,1,White,1,0,0,1,24,3,Above 80th Income Percentile,1,1,1,1,0.212305432
ID_2829,2,0,1,1,0,1,0,Hispanic,1,0,0,1,19,3,Above 80th Income Percentile,2,0,1,3,0.448642748
ID_2830,7,1,0,1,0,0,1,White,1,0,1,0,13,2,40th - 60th Income Percentile,1,1,0,1,0.496571173
ID_2831,2,0,1,1,1,0,0,Black,1,0,0,1,13,3,40th - 60th Income Percentile,2,0,1,2,0.459618818
ID_2832,1,0,1,1,0,0,1,White,1,0,0,1,13,3,40th - 60th Income Percentile,2,0,0,2,0.479590283
ID_2833,1,0,1,1,0,0,1,White,1,0,1,0,24,2,Above 80th Income Percentile,2,0,1,2,0.38423902
ID_2834,3,0,1,1,0,0,1,White,1,0,1,0,24,2,Above 80th Income Percentile,2,0,1,1,0.70593316
ID_2835,3,0,1,0,0,0,1,White,1,0,1,0,16,2,60th - 80th Income Percentile,4,0,1,1,0.603359403
ID_2836,7,1,0,1,0,0,1,White,1,0,0,1,12,3,40th - 60th Income Percentile,1,1,0,1,0.706343579
ID_2837,4,0,0,0,0,0,1,White,1,0,1,0,3,2,Below 20th Income Percentile,4,0,0,0,2.902548247
ID_2838,6,1,0,1,0,0,1,White,1,0,0,0,20,4,Above 80th Income Percentile,1,1,0,2,0.588607306
ID_2839,4,0,0,0,1,0,0,Black,0,0,0,0,24,4,Above 80th Income Percentile,4,0,0,1,1.081861706
ID_2840,7,1,0,1,0,0,1,White,1,0,1,0,17,2,60th - 80th Income Percentile,1,1,0,1,0.764238169
ID_2841,3,0,1,1,0,0,1,White,1,0,1,0,6,2,20th - 40th Income Percentile,3,0,1,1,0.575742441
ID_2842,1,0,1,1,0,0,1,White,1,0,1,0,5,2,20th - 40th Income Percentile,2,0,0,2,1.07889391
ID_2843,4,0,0,1,0,0,1,White,0,0,0,1,14,3,40th - 60th Income Percentile,5,0,0,0,1.213088823
ID_2844,7,1,0,0,1,0,0,Black,1,0,1,0,1,2,Below 20th Income Percentile,2,0,0,1,0.455215786
ID_2845,4,0,0,0,1,0,0,Black,1,1,0,0,24,1,Above 80th Income Percentile,4,0,0,2,4.219460386
ID_2846,5,1,0,0,0,0,1,White,0,0,1,0,5,2,20th - 40th Income Percentile,1,1,0,0,1.057161237
ID_2847,7,1,0,1,0,0,1,White,1,0,1,0,4,2,Below 20th Income Percentile,1,1,1,3,0.502380747
ID_2848,5,1,0,1,0,0,1,White,0,0,1,0,12,2,40th - 60th Income Percentile,1,1,0,0,0.810031866
ID_2849,7,1,0,1,0,1,0,Hispanic,1,0,1,0,10,2,40th - 60th Income Percentile,1,1,0,0,0.215256014
ID_2850,5,1,0,1,0,0,1,White,1,0,1,0,12,2,40th - 60th Income Percentile,1,1,1,2,0.47697745
ID_2851,7,1,0,1,0,0,1,White,1,0,1,0,17,2,60th - 80th Income Percentile,3,0,1,4,0.748983873
ID_2852,4,0,0,1,0,0,0,Other Race,1,0,1,0,6,2,20th - 40th Income Percentile,1,1,0,1,0.725174219
ID_2853,4,0,0,0,0,0,1,White,1,0,1,0,1,2,Below 20th Income Percentile,2,0,0,2,1.210043913
ID_2854,2,0,1,1,0,0,1,White,1,0,0,1,24,3,Above 80th Income Percentile,5,0,1,2,0.473933933
ID_2855,4,0,0,1,1,0,0,Black,1,0,1,0,7,2,20th - 40th Income Percentile,2,0,0,2,0.779533758
ID_2856,2,0,1,1,0,0,1,White,1,0,1,0,19,2,Above 80th Income Percentile,3,0,0,3,0.520576951
ID_2857,1,0,1,1,0,0,1,White,0,0,1,0,13,2,40th - 60th Income Percentile,2,0,0,2,2.583858796
ID_2858,6,1,0,1,0,0,1,White,1,0,1,0,17,2,60th - 80th Income Percentile,3,0,1,2,1.01855336
ID_2859,1,0,1,1,1,0,0,Black,1,0,1,0,8,2,20th - 40th Income Percentile,2,0,1,1,1.31228817
ID_2860,7,1,0,1,0,0,1,White,1,0,1,0,7,2,20th - 40th Income Percentile,1,1,1,2,0.749348651
ID_2861,5,1,0,0,0,0,1,White,0,0,0,1,13,3,40th - 60th Income Percentile,3,0,1,2,0.310941999
ID_2862,4,0,0,0,0,0,0,Other Race,1,0,0,1,19,3,Above 80th Income Percentile,4,0,1,4,0.662950346
ID_2863,5,1,0,1,0,0,1,White,1,0,1,0,20,2,Above 80th Income Percentile,1,1,1,3,0.47697745
ID_2864,5,1,0,1,0,0,1,White,0,0,1,0,6,2,20th - 40th Income Percentile,1,1,0,2,0.563049527
ID_2865,3,0,1,1,0,0,1,White,0,0,1,0,15,2,60th - 80th Income Percentile,3,0,1,0,1.75837219
ID_2866,2,0,1,1,0,0,1,White,0,0,0,0,13,4,40th - 60th Income Percentile,2,0,1,2,0.322142946
ID_2867,4,0,0,0,0,0,1,White,0,0,1,0,7,2,20th - 40th Income Percentile,4,0,1,2,1.232304286
ID_2868,6,1,0,1,0,0,1,White,0,0,1,0,11,2,40th - 60th Income Percentile,1,1,0,2,0.757350505
ID_2869,3,0,1,1,0,1,0,Hispanic,0,0,1,0,11,2,40th - 60th Income Percentile,2,0,0,2,1.406224543
ID_2870,6,1,0,1,0,0,1,White,0,0,0,1,21,3,Above 80th Income Percentile,1,1,0,1,0.594892698
ID_2871,7,1,0,1,0,0,1,White,0,0,0,0,10,4,40th - 60th Income Percentile,1,1,1,2,0.442270851
ID_2872,1,0,1,1,0,1,0,Hispanic,0,0,1,0,17,2,60th - 80th Income Percentile,2,0,1,1,3.41259282
ID_2873,1,0,1,1,1,0,0,Black,1,0,0,0,18,4,60th - 80th Income Percentile,2,0,0,2,0.539042668
ID_2874,6,1,0,1,0,0,1,White,0,0,0,1,16,3,60th - 80th Income Percentile,1,1,1,3,0.250616614
ID_2875,4,0,0,0,0,0,1,White,0,0,1,0,24,2,Above 80th Income Percentile,4,0,1,1,1.534133053
ID_2876,4,0,0,1,0,0,1,White,0,0,0,1,9,3,40th - 60th Income Percentile,3,0,1,2,0.655943301
ID_2877,1,0,1,1,1,0,0,Black,0,0,1,0,2,2,Below 20th Income Percentile,2,0,0,2,1.033834892
ID_2878,4,0,0,1,0,0,1,White,0,0,0,0,22,4,Above 80th Income Percentile,2,0,1,2,1.95495141
ID_2879,5,1,0,1,0,0,1,White,0,0,1,0,8,2,20th - 40th Income Percentile,1,1,1,2,0.887828695
ID_2880,4,0,0,1,0,0,1,White,0,0,0,0,11,4,40th - 60th Income Percentile,2,0,0,2,0.515773566
ID_2881,5,1,0,1,0,0,1,White,0,0,0,1,19,3,Above 80th Income Percentile,1,1,1,2,0.697382261
ID_2882,4,0,0,1,0,0,1,White,0,0,1,0,6,2,20th - 40th Income Percentile,3,0,0,2,2.705384122
ID_2883,4,0,0,0,0,0,1,White,1,0,0,0,11,4,40th - 60th Income Percentile,5,0,1,1,1.017513113
ID_2884,2,0,1,0,0,0,1,White,0,0,1,0,15,2,60th - 80th Income Percentile,2,0,0,1,0.532899942
ID_2885,4,0,0,0,0,0,0,Other Race,0,0,0,1,1,3,Below 20th Income Percentile,1,1,1,2,0.792311517
ID_2886,4,0,0,1,0,0,1,White,0,0,1,0,24,2,Above 80th Income Percentile,5,0,1,2,1.681473782
ID_2887,1,0,1,0,0,0,1,White,1,0,1,0,9,2,40th - 60th Income Percentile,2,0,0,2,1.483385727
ID_2888,6,1,0,1,0,0,1,White,0,0,1,0,10,2,40th - 60th Income Percentile,1,1,0,1,1.865604972
ID_2889,7,1,0,1,0,0,1,White,0,0,0,0,18,4,60th - 80th Income Percentile,1,1,1,1,0.2516621
ID_2890,1,0,1,1,0,0,1,White,0,0,1,0,4,2,Below 20th Income Percentile,2,0,0,0,0.453576157
ID_2891,2,0,1,1,0,0,1,White,0,0,0,1,5,3,20th - 40th Income Percentile,2,0,0,1,0.562064269
ID_2892,4,0,0,1,0,0,1,White,1,0,1,0,9,2,40th - 60th Income Percentile,1,1,0,2,2.667176109
ID_2893,2,0,1,0,0,0,0,Other Race,0,0,1,0,8,2,20th - 40th Income Percentile,2,0,0,2,1.549249852
ID_2894,6,1,0,1,0,0,1,White,0,0,1,0,4,2,Below 20th Income Percentile,3,0,1,0,0.895870867
ID_2895,4,0,0,1,0,1,0,Hispanic,1,0,1,0,15,2,60th - 80th Income Percentile,5,0,0,2,1.357717691
ID_2896,7,1,0,0,0,1,0,Hispanic,0,0,0,1,11,3,40th - 60th Income Percentile,1,1,1,2,0.353697658
ID_2897,2,0,1,1,0,0,1,White,1,0,1,0,24,2,Above 80th Income Percentile,5,0,0,1,0.454599531
ID_2898,6,1,0,1,0,1,0,Hispanic,1,0,0,1,9,3,40th - 60th Income Percentile,2,0,1,2,0.266741787
ID_2899,5,1,0,0,0,0,1,White,1,0,0,0,13,4,40th - 60th Income Percentile,2,0,0,1,0.191165641
ID_2900,6,1,0,1,0,0,1,White,1,0,0,1,6,3,20th - 40th Income Percentile,1,1,0,1,0.700529195
ID_2901,2,0,1,0,0,1,0,Hispanic,0,0,1,0,3,2,Below 20th Income Percentile,4,0,1,0,1.421983948
ID_2902,5,1,0,1,0,0,0,Other Race,0,0,1,0,15,2,60th - 80th Income Percentile,1,1,1,2,0.732564306
ID_2903,2,0,1,1,0,0,1,White,1,0,0,0,19,4,Above 80th Income Percentile,2,0,1,1,0.713450762
ID_2904,6,1,0,1,0,0,1,White,1,0,1,0,9,2,40th - 60th Income Percentile,2,0,0,1,1.030709684
ID_2905,6,1,0,1,0,0,1,White,1,0,1,0,3,2,Below 20th Income Percentile,1,1,1,2,0.748983873
ID_2906,6,1,0,0,0,0,1,White,1,0,1,0,12,2,40th - 60th Income Percentile,1,1,0,1,1.434264742
ID_2907,1,0,1,1,1,0,0,Black,1,0,0,1,11,3,40th - 60th Income Percentile,2,0,0,3,0.96467657
ID_2908,6,1,0,1,0,0,1,White,0,0,0,0,19,4,Above 80th Income Percentile,1,1,1,3,0.442270851
ID_2909,1,0,1,1,1,0,0,Black,1,0,0,0,20,4,Above 80th Income Percentile,2,0,0,2,0.804033392
ID_2910,2,0,1,1,0,1,0,Hispanic,1,0,1,0,1,2,Below 20th Income Percentile,2,0,1,2,0.323728966
ID_2911,2,0,1,1,0,0,1,White,1,0,0,1,17,3,60th - 80th Income Percentile,2,0,0,2,1.757465376
ID_2912,4,0,0,1,0,1,0,Hispanic,1,0,0,1,6,3,20th - 40th Income Percentile,3,0,1,2,0.463768554
ID_2913,2,0,1,1,0,1,0,Hispanic,1,0,0,0,18,4,60th - 80th Income Percentile,2,0,0,2,0.425956757
ID_2914,4,0,0,0,0,0,1,White,1,0,1,0,8,2,20th - 40th Income Percentile,4,0,1,2,1.528672104
ID_2915,2,0,1,1,0,1,0,Hispanic,1,0,1,0,14,2,40th - 60th Income Percentile,3,0,1,2,1.022351475
ID_2916,1,0,1,1,0,0,0,Other Race,1,1,0,0,7,1,20th - 40th Income Percentile,2,0,0,2,0.975713674
ID_2917,2,0,1,1,1,0,0,Black,1,0,0,0,7,4,20th - 40th Income Percentile,2,0,0,2,0.392835118
ID_2918,3,0,1,0,0,1,0,Hispanic,1,0,1,0,10,2,40th - 60th Income Percentile,4,0,1,1,1.186309376
ID_2919,2,0,1,1,0,0,1,White,1,0,1,0,5,2,20th - 40th Income Percentile,3,0,1,1,1.065285481
ID_2920,4,0,0,1,0,0,1,White,1,0,0,1,15,3,60th - 80th Income Percentile,1,1,0,1,1.023377563
ID_2921,5,1,0,0,0,1,0,Hispanic,0,0,1,0,10,2,40th - 60th Income Percentile,4,0,0,2,0.269933131
ID_2922,2,0,1,1,1,0,0,Black,1,0,1,0,10,2,40th - 60th Income Percentile,4,0,1,3,1.031862887
ID_2923,2,0,1,1,0,1,0,Hispanic,0,0,1,0,16,2,60th - 80th Income Percentile,5,0,1,4,2.617202494
ID_2924,3,0,1,1,0,0,1,White,1,0,1,0,24,2,Above 80th Income Percentile,5,0,0,2,1.627307793
ID_2925,1,0,1,1,0,1,0,Hispanic,1,0,1,0,1,2,Below 20th Income Percentile,2,0,0,2,2.877621885
ID_2926,6,1,0,1,0,0,1,White,1,0,1,0,10,2,40th - 60th Income Percentile,1,1,1,1,0.404991741
ID_2927,7,1,0,1,0,0,1,White,0,0,1,0,6,2,20th - 40th Income Percentile,1,1,0,1,1.208188414
ID_2928,7,1,0,1,0,0,1,White,1,0,0,1,10,3,40th - 60th Income Percentile,1,1,1,2,0.391267358
ID_2929,2,0,1,1,1,0,0,Black,1,0,0,1,5,3,20th - 40th Income Percentile,2,0,1,2,0.804033392
ID_2930,1,0,1,1,1,0,0,Black,1,0,1,0,3,2,Below 20th Income Percentile,2,0,0,3,1.392014263
ID_2931,3,0,1,1,0,1,0,Hispanic,1,0,1,0,16,2,60th - 80th Income Percentile,3,0,0,1,1.186309376
ID_2932,3,0,1,0,0,1,0,Hispanic,1,0,1,0,8,2,20th - 40th Income Percentile,5,0,1,2,0.323728966
ID_2933,3,0,1,0,0,1,0,Hispanic,1,0,1,0,19,2,Above 80th Income Percentile,4,0,1,1,0.794974112
ID_2934,7,1,0,1,0,0,1,White,1,0,1,0,8,2,20th - 40th Income Percentile,1,1,0,1,0.474995929
ID_2935,2,0,1,1,0,0,1,White,1,0,0,1,18,3,60th - 80th Income Percentile,2,0,1,2,0.300562798
ID_2936,2,0,1,1,0,1,0,Hispanic,1,0,1,0,2,2,Below 20th Income Percentile,2,0,0,1,0.564831505
ID_2937,2,0,1,0,0,0,1,White,1,0,1,0,5,2,20th - 40th Income Percentile,4,0,1,2,0.918297252
ID_2938,1,0,1,1,0,1,0,Hispanic,0,0,0,1,19,3,Above 80th Income Percentile,2,0,0,1,0.449281341
ID_2939,2,0,1,1,0,1,0,Hispanic,1,0,1,0,1,2,Below 20th Income Percentile,5,0,1,2,2.183436643
ID_2940,2,0,1,1,0,1,0,Hispanic,1,0,1,0,6,2,20th - 40th Income Percentile,1,1,0,1,1.630629398
ID_2941,5,1,0,1,0,0,1,White,0,0,1,0,10,2,40th - 60th Income Percentile,1,1,0,1,0.888261093
ID_2942,3,0,1,1,0,1,0,Hispanic,1,1,0,0,7,1,20th - 40th Income Percentile,2,0,1,2,0.776911123
ID_2943,5,1,0,1,0,1,0,Hispanic,0,0,0,1,15,3,60th - 80th Income Percentile,1,1,1,2,0.200425845
ID_2944,6,1,0,1,0,0,1,White,1,0,1,0,8,2,20th - 40th Income Percentile,1,1,0,2,1.139933892
ID_2945,6,1,0,1,0,1,0,Hispanic,1,0,0,1,20,3,Above 80th Income Percentile,1,1,0,2,0.169787211
ID_2946,1,0,1,0,1,0,0,Black,1,0,1,0,3,2,Below 20th Income Percentile,3,0,1,2,0.654394158
ID_2947,4,0,0,1,0,0,1,White,1,0,1,0,5,2,20th - 40th Income Percentile,1,1,0,2,1.431362471
ID_2948,5,1,0,1,0,0,1,White,0,0,0,0,6,4,20th - 40th Income Percentile,1,1,1,1,0.463799556
ID_2949,3,0,1,1,0,0,1,White,1,0,1,0,12,2,40th - 60th Income Percentile,2,0,1,2,1.267846274
ID_2950,2,0,1,1,0,0,1,White,1,0,1,0,10,2,40th - 60th Income Percentile,5,0,0,1,0.575742441
ID_2951,4,0,0,0,0,1,0,Hispanic,1,0,1,0,24,2,Above 80th Income Percentile,3,0,0,2,1.451568681
ID_2952,2,0,1,0,0,0,0,Other Race,0,0,0,1,14,3,40th - 60th Income Percentile,2,0,1,2,0.398718312
ID_2953,4,0,0,1,0,0,1,White,1,0,1,0,7,2,20th - 40th Income Percentile,1,1,1,2,1.110837292
ID_2954,4,0,0,0,0,0,1,White,0,1,0,0,2,1,Below 20th Income Percentile,1,1,0,2,5.092608682
ID_2955,2,0,1,1,0,1,0,Hispanic,1,0,1,0,6,2,20th - 40th Income Percentile,2,0,1,2,0.482852098
ID_2956,1,0,1,1,1,0,0,Black,1,0,0,1,19,3,Above 80th Income Percentile,2,0,0,2,0.766711672
ID_2957,2,0,1,1,0,0,0,Other Race,0,0,0,1,5,3,20th - 40th Income Percentile,2,0,1,2,0.395334844
ID_2958,3,0,1,1,0,0,1,White,0,0,0,0,22,4,Above 80th Income Percentile,2,0,1,2,1.597704068
ID_2959,4,0,0,1,0,0,1,White,1,0,1,0,2,2,Below 20th Income Percentile,1,1,0,1,1.792908232
ID_2960,2,0,1,1,0,0,1,White,1,0,1,0,19,2,Above 80th Income Percentile,5,0,0,2,0.675261464
ID_2961,3,0,1,1,0,1,0,Hispanic,1,0,1,0,18,2,60th - 80th Income Percentile,2,0,0,3,0.785617881
ID_2962,6,1,0,1,0,0,1,White,1,0,1,0,3,2,Below 20th Income Percentile,1,1,0,1,2.531091132
ID_2963,2,0,1,1,0,0,1,White,1,0,0,1,9,3,40th - 60th Income Percentile,2,0,1,1,0.713450762
ID_2964,4,0,0,0,0,0,1,White,1,0,0,1,20,3,Above 80th Income Percentile,4,0,1,0,0.362051841
ID_2965,7,1,0,1,1,0,0,Black,0,0,0,0,14,4,40th - 60th Income Percentile,2,0,1,1,1.00806674
ID_2966,4,0,0,1,0,0,1,White,1,0,1,0,24,2,Above 80th Income Percentile,2,0,0,1,0.747082017
ID_2967,2,0,1,1,0,0,1,White,0,0,0,1,12,3,40th - 60th Income Percentile,2,0,0,2,0.423279673
ID_2968,2,0,1,0,0,1,0,Hispanic,1,0,1,0,4,2,Below 20th Income Percentile,5,0,1,0,0.770139082
ID_2969,4,0,0,1,0,0,1,White,1,0,1,0,6,2,20th - 40th Income Percentile,1,1,0,2,1.8345929
ID_2970,4,0,0,1,0,0,1,White,1,0,0,1,19,3,Above 80th Income Percentile,3,0,0,2,0.816587951
ID_2971,2,0,1,1,0,0,1,White,1,0,0,1,7,3,20th - 40th Income Percentile,2,0,1,1,0.315193488
ID_2972,7,1,0,1,0,0,1,White,1,0,0,1,11,3,40th - 60th Income Percentile,1,1,1,2,0.333539435
ID_2973,1,0,1,1,0,0,1,White,1,0,1,0,7,2,20th - 40th Income Percentile,5,0,1,2,1.713142077
ID_2974,6,1,0,0,0,1,0,Hispanic,1,0,0,1,12,3,40th - 60th Income Percentile,1,1,0,1,0.180876115
ID_2975,6,1,0,1,0,0,0,Other Race,1,0,1,0,18,2,60th - 80th Income Percentile,1,1,0,1,0.243841046
ID_2976,7,1,0,1,0,0,1,White,1,0,0,1,8,3,20th - 40th Income Percentile,1,1,0,3,0.287636884
ID_2977,6,1,0,0,0,0,1,White,1,0,1,0,18,2,60th - 80th Income Percentile,1,1,1,2,1.205067305
ID_2978,3,0,1,0,0,0,1,White,0,1,0,0,9,1,40th - 60th Income Percentile,1,1,0,2,1.717252026
ID_2979,4,0,0,1,0,0,1,White,1,0,1,0,10,2,40th - 60th Income Percentile,3,0,1,0,1.015966999
ID_2980,2,0,1,1,0,0,1,White,0,0,1,0,19,2,Above 80th Income Percentile,2,0,1,3,0.715208712
ID_2981,6,1,0,1,0,0,1,White,0,0,1,0,5,2,20th - 40th Income Percentile,1,1,1,4,0.391469243
ID_2982,1,0,1,1,0,0,1,White,0,0,0,1,18,3,60th - 80th Income Percentile,2,0,0,3,0.373623296
ID_2983,2,0,1,0,0,0,1,White,0,0,1,0,17,2,60th - 80th Income Percentile,2,0,0,1,3.60672548
ID_2984,1,0,1,1,1,0,0,Black,1,0,1,0,4,2,Below 20th Income Percentile,2,0,1,3,0.686248526
ID_2985,3,0,1,1,0,0,1,White,0,0,1,0,9,2,40th - 60th Income Percentile,5,0,1,1,0.715693325
ID_2986,5,1,0,1,0,0,1,White,1,0,1,0,11,2,40th - 60th Income Percentile,1,1,0,1,0.878805235
ID_2987,2,0,1,1,0,0,1,White,0,0,0,0,16,4,60th - 80th Income Percentile,2,0,0,2,1.180497382
ID_2988,6,1,0,1,0,0,1,White,1,0,0,1,11,3,40th - 60th Income Percentile,3,0,1,3,0.211423446
ID_2989,6,1,0,1,0,0,1,White,0,0,0,1,17,3,60th - 80th Income Percentile,1,1,0,3,0.395177707
ID_2990,4,0,0,0,0,0,1,White,0,1,0,0,1,1,Below 20th Income Percentile,1,1,0,1,3.160071726
ID_2991,4,0,0,0,0,0,1,White,1,0,1,0,6,2,20th - 40th Income Percentile,3,0,0,2,0.770220456
ID_2992,2,0,1,1,0,0,1,White,1,0,1,0,18,2,60th - 80th Income Percentile,3,0,1,2,0.714192139
ID_2993,4,0,0,1,0,0,1,White,0,0,1,0,8,2,20th - 40th Income Percentile,1,1,1,0,0.875129699
ID_2994,2,0,1,1,0,0,1,White,1,0,1,0,5,2,20th - 40th Income Percentile,1,1,0,2,0.962997802
ID_2995,7,1,0,1,0,0,1,White,1,0,0,1,16,3,60th - 80th Income Percentile,1,1,1,4,0.262314728
ID_2996,2,0,1,1,0,0,1,White,1,0,0,1,11,3,40th - 60th Income Percentile,2,0,1,1,0.355600811
ID_2997,2,0,1,1,0,0,1,White,1,0,1,0,16,2,60th - 80th Income Percentile,1,1,0,2,1.090984957
ID_2998,6,1,0,1,0,0,0,Other Race,1,0,0,1,19,3,Above 80th Income Percentile,1,1,1,1,0.23459908
ID_2999,1,0,1,1,1,0,0,Black,1,0,1,0,12,2,40th - 60th Income Percentile,2,0,1,1,0.591692553
ID_3000,6,1,0,1,0,0,1,White,1,0,1,0,21,2,Above 80th Income Percentile,3,0,1,2,0.502136192
ID_3001,2,0,1,1,0,1,0,Hispanic,1,0,0,1,17,3,60th - 80th Income Percentile,2,0,1,2,0.36167112
ID_3002,6,1,0,1,0,0,1,White,1,0,0,1,11,3,40th - 60th Income Percentile,1,1,0,2,1.054049431
ID_3003,6,1,0,1,0,0,1,White,1,0,0,1,19,3,Above 80th Income Percentile,1,1,0,1,0.221715042
ID_3004,6,1,0,1,0,0,0,Other Race,1,0,1,0,18,2,60th - 80th Income Percentile,1,1,0,1,0.383083014
ID_3005,4,0,0,0,0,0,1,White,1,0,1,0,3,2,Below 20th Income Percentile,4,0,0,1,4.67759712
ID_3006,1,0,1,1,0,0,1,White,1,0,1,0,7,2,20th - 40th Income Percentile,2,0,1,1,1.499339843
ID_3007,1,0,1,1,0,1,0,Hispanic,1,0,0,0,19,4,Above 80th Income Percentile,1,1,1,0,0.796438388
ID_3008,1,0,1,1,0,0,1,White,1,0,0,1,5,3,20th - 40th Income Percentile,2,0,0,2,0.556231649
ID_3009,2,0,1,1,0,0,1,White,1,0,0,1,19,3,Above 80th Income Percentile,2,0,0,2,0.321528469
ID_3010,6,1,0,0,0,1,0,Hispanic,1,1,0,0,1,1,Below 20th Income Percentile,1,1,1,1,0.640935906
ID_3011,7,1,0,1,0,1,0,Hispanic,1,0,0,1,22,3,Above 80th Income Percentile,1,1,1,3,0.40115696
ID_3012,2,0,1,1,0,0,1,White,1,0,1,0,6,2,20th - 40th Income Percentile,2,0,0,1,0.610560432
ID_3013,7,1,0,1,0,0,1,White,0,0,1,0,11,2,40th - 60th Income Percentile,1,1,1,2,1.219912896
ID_3014,2,0,1,1,0,0,1,White,1,0,0,1,16,3,60th - 80th Income Percentile,2,0,0,2,0.474164753
ID_3015,4,0,0,0,0,0,1,White,0,0,0,1,7,3,20th - 40th Income Percentile,4,0,0,1,0.885484324
ID_3016,1,0,1,1,1,0,0,Black,0,0,1,0,11,2,40th - 60th Income Percentile,2,0,1,2,0.804448256
ID_3017,1,0,1,1,0,0,1,White,1,0,0,0,19,4,Above 80th Income Percentile,2,0,1,2,1.347844003
ID_3018,4,0,0,1,0,0,1,White,1,0,0,1,24,3,Above 80th Income Percentile,1,1,1,2,0.580298705
ID_3019,7,1,0,1,0,0,1,White,1,0,0,1,8,3,20th - 40th Income Percentile,1,1,0,1,0.628588729
ID_3020,2,0,1,1,0,0,1,White,1,0,1,0,4,2,Below 20th Income Percentile,3,0,1,3,2.333507657
ID_3021,4,0,0,1,0,0,1,White,1,0,0,1,19,3,Above 80th Income Percentile,5,0,1,2,0.686430246
ID_3022,4,0,0,1,0,1,0,Hispanic,0,0,1,0,8,2,20th - 40th Income Percentile,5,0,1,3,0.708221098
ID_3023,6,1,0,0,0,1,0,Hispanic,1,1,0,0,5,1,20th - 40th Income Percentile,1,1,0,2,1.535884353
ID_3024,2,0,1,1,0,0,1,White,0,0,0,0,1,4,Below 20th Income Percentile,2,0,0,2,0.905352867
ID_3025,2,0,1,1,0,1,0,Hispanic,1,0,0,0,21,4,Above 80th Income Percentile,2,0,0,2,0.448642748
ID_3026,4,0,0,0,0,0,1,White,1,0,0,1,8,3,20th - 40th Income Percentile,4,0,1,2,0.816587951
ID_3027,4,0,0,1,0,0,1,White,1,0,0,1,12,3,40th - 60th Income Percentile,1,1,1,2,0.966118694
